655,IHM-0655.jpg,Guide d’électrocardiographie,,,3001,“Un ensemble représentatif d’électrocardiogrammes choisis pour aider le médecin dans l’identification de tracés s’écartant de la normale”,,20e s.,,Merck Sharp & Dohme,,
657,IHM-0657.jpg,Electrocardiogramme (ECG) portatif,,,3001,"appareil, raccordement électrique, bandes caoutchouc, explications manuscrites",,,,,,
