153,0153.jpg,Recto-sygmoïdoscopes,Endoscopie,,3003,"Matériel de recto-sigmoïdoscopie comprenant:4 tubes de 38 - 33 cm - 28 cm - 23 cm  avec  mandrins, 2 oculaire, cordon électrique et lampes pour éclairage interne dans caissette de bois  recouverte de papier auto-collant brun. ",,XXème s.,mauvais,"Georg Wolf, Berlin",,Hôpital Cantonal Lausanne
124,0124.jpg,Rectoscope ou anuscope,Endoscopie,,3003,,,XXème s.,,Schaerer S.A.,,"Mme Anne Egli-Décombaz, Zurich"
