ID,Date,Title,ISBN,Classification
1096158552,2010-09-29,History of neurology,9780444520098; 0444520090,D30g
1096897799,2014-11-12,"The neurologists : a history of a medical speciality in modern Britain, c. 1789-2000",9780719091926; 0719091926,D30g
1093108531,1997-03-03,Versuch einer vollständigen Geschichte der Hirn- und Nervenlehre im Alterthume,none,D30g
VD2455963,2008-11-17,Versuch einer vollständigen Geschichte der Hirn- und Nervenlehre im Alterthume,none,D30g
