1094725219,2005-01-13,Les parents d'enfants hospitalisés à domicile : leur participation aux soins,2738497659; 9782738497659,70
1094667377,2000-10-06,Les experts du crime : la médecine légale en France au XIXe siècle,2700723236; 9782700723236,71
1097425488,2016-04-04,La course à la performance : regards critiques de la philosophie sur la santé,2701020956; 9782701020952,72
1094082119,1998-07-02,Les sciences hors d'Occident au XXe siècle. 20th century sciences : beyond the metropolis.,2709912988; 9782709912983,72
1094706345,1997-03-03,De la santé des gens de lettres,2729106812; 9782729106812,72
1096899441,2013-05-06,Tabac : l'histoire d'une imposture : enquête sur le complot anti-fumeurs,2733904582; 9782733904589,72
1094670360,2001-07-18,Chroniques socio-anthropologiques au temps du sida : trois essais sur les (homo)sexualités masculines,2738498620; 9782738498625,72
1097425730,2011-10-06,La mortalité du passé,2713210631; 9782713210631,77
1097425731,2011-10-06,Vieillir autrefois,2713210704; 9782713210709,77
1096158057,2010-07-29,Deuil et santé,2738104509; 9782738104502,77
1097426278,2017-02-09,Les métamorphoses de l'assurance maladie : conversion managériale et nouveau gouvernement des pauvres,2753551375; 9782753551374,78
1094005644,1997-06-24,Les métiers de la santé : enjeux de pouvoir et quête de légitimité,2717827676; 9782717827675,79
1096134668,2009-10-22,Les métiers de la santé : enjeux de pouvoir et quête de légitimité,2717827676; 9782717827675,79
1094082325,1998-07-21,Le pouvoir médical : la mort,272985777X; 9782729857776,79
1097426759,2017-06-08,"Le médecin, le malade et le philosophe",2753553734; 9782753553736,79
1096158048,2010-07-30,Mourir dans l'amour : [non à une loi sur l'euthanasie],2709620545; 9782709620543,81
1096158018,2010-08-02,"L'euthanasie, la fin d'un tabou?",2710113767; 9782710113768,81
1096156644,2010-03-31,Genre et bioéthique,2711616576; 9782711616572,81
1094709917,2003-09-16,Médecines d'ailleurs,2732428264; 9782732428260,82
1094721931,2006-06-20,"Le corps, entre sexe et genre",2747596052; 9782747596053,83
1097426712,2017-03-14,Une rose épineuse : la défloration au XIXe siècle en France,2753552177; 9782753552173,83
1096897777,2014-12-04,"Liberté, égalité, sexualités : actualité politique des questions sexuelles : entretiens",2714440460; 9782714440464,84
1097425817,1997-03-03,L'onanisme,2729106820; 9782729106829,84
1094725317,2005-01-20,Histoire de la sexualité en Occident,2732430455; 9782732430454,84
1096111301,2006-11-20,La sexualité et l'histoire,2738111742; 9782738111746,84
1096898028,2014-12-18,Les perroquets verts : chronique d'un chirurgien de guerre,2702132804; 9782702132807,86
1096115129,2008-02-20,"L'Europe du médicament : politique, expertise, intérêts privés",2724609794; 9782724609790,160
1096115173,1997-03-03,Accoucheur de campagne sous le Roi Soleil : le Traité d'accouchement de G. Mauquest de La Motte,2708984004; 9782708984004,456
1096160484,2011-10-13,Traité de la folie des femmes enceintes : des nouvelles accouchées et des nourrices,2747516466; 9782747516464,456
1092439902,1997-03-03,Chirurgie des tendons de la main,2704608911; 9782704608911,457
1094705651,2004-09-29,Lili et l'oreille blessée : le récit d'une acouphénique,2747563227; 9782747563222,458
1094670737,2001-03-06,"Circoncision masculine, circoncision féminine : débat religieux, médical, social et juridique",274750445X; 9782747504454,459
1092999704,1997-03-03,"De la folie : considérée sous le point de vue pathologique, philosophique, historique et judiciaire",2734800063; 9782734800064,500
RERO-17339318,2016-02-01,"De la folie : considérée sous le point de vue pathologique, philosophique, historique et judiciaire",2734800063; 9782734800064,500
1094686592,2002-07-02,"Dictionnaire international de la psychanalyse : concepts, notions, biographies, oeuvres, événements, institutions",2702125301; 9782702125304,501
1096895276,2013-05-14,"Dictionnaire international de la psychanalyse : concepts, notions, biographies, oeuvres, événements, institutions",2702125301; 9782702125304,501
1097426684,2017-02-01,"Phénoménologie, psychologie, psychiatrie",2711627055; 9782711627059,507
1094721891,2006-06-13,Le divan insoumis : la formation du psychanalyste : enjeux et idéologie,2705665714; 9782705665715,508
1096620280,2011-10-25,La rencontre psychologique du médecin,2710103168; 9782710103165,511
1096620297,2011-10-25,Qu'est-ce que le médecin ? : étude psychologique de la relation médecin-malade,271930977X; 9782719309773,511
1094670353,2001-07-19,Nouvelles nouvelles de la folie,274750249X; 9782747502498,511
1096131450,2008-07-08,Histoires de psychiatrie infantile,274920576X; 9782749205762,513
1093078590,1997-03-03,"Magie, religion et folie : la puissance sans la gloire",2717820108; 9782717820102,515
1096898456,2015-04-02,"Magie, religion et folie : la puissance sans la gloire",2717820108; 9782717820102,515
1097426715,2017-03-14,Sous l'emprise de la folie? : l'expertise judiciaire face à la maladie mentale (1950-2009),2713225469; 9782713225468,516
1096895882,2014-04-28,"La phrénologie : son histoire, ses systèmes et sa condamnation",274754897X; 9782747548977,520
1094083261,1999-03-18,La fatigue d'être soi : dépression et société,273810634X; 9782738106346,523
1094670751,2001-03-01,La maladie mentale en mutation : psychiatrie et société,2738109241; 9782738109248,523
1094705098,2004-11-04,Les règles de l'individualité contemporaine : santé mentale et société,2763779816; 9782763779812,523
1094670461,2001-06-19,De la folie,2738483445; 9782738483447,530
1094724439,2005-02-22,La pulsion de mort entre psychanalyse et philosophie,2749202663; 9782749202662,532
1094670551,2001-05-11,Hallucinations et délire : les formes hallucinatoires de l'automatisme verbal,2738478433; 9782738478436,533
1096622369,2012-07-09,Suivre et traiter en psychiatrie,2700801695; 9782700801699,540
1096898513,2015-04-27,Le médicament au coeur de la socialité contemporaine : regards croisés sur un objet complexe,2760514412; 9782760514416,541
1096160407,2011-06-16,Eléments de psychologie médicale,2704609578; 9782704609574; 2704609632; 9782704609635,550
1096160867,2011-08-03,Eléments de psychologie médicale,2704609578; 9782704609574; 2704609632; 9782704609635,550
1096159988,2011-05-05,Vers une autre médecine : espoirs de formation psychologique des futurs médecins,2708912305; 9782708912304,550
1094722514,2006-02-27,Qu'est-ce que la vie psychique ?,2738111319; 9782738111319,550
1094647817,2000-02-18,Clinique(s). Tensions et filiations,2738443915; 9782738443915,550
1096898756,2015-04-02,Clinique(s). Tensions et filiations,2738443915; 9782738443915,550
1096112027,2007-06-06,Métaphysique et psychologie,274759419X; 9782747594196,550
1096132266,2008-09-08,Rapports du physique et du moral de l'homme,2747598233; 9782747598231; 2747598241; 9782747598248,550
1096132265,2008-09-08,Rapports du physique et du moral de l'homme,2747598233; 9782747598231; 2747598241; 9782747598248,550
1096159050,2010-03-25,Le sens du mouvement,2738104576; 9782738104571,620
1096115876,2002-06-05,L'homme de vérité,273811119X; 9782738111197,620
1096111239,2007-01-25,Plus vaste que le ciel : une nouvelle théorie générale du cerveau,273811427X; 9782738114273,620
1094672521,2001-08-15,"De l'intelligence, du génie et de la folie",2738492282; 9782738492289,620
1097426595,2012-08-23,L'esprit en images,2744500453; 9782744500459,620
1094685554,2003-02-10,Le Mental et le Physique,2747526356; 9782747526357,620
1096111302,2006-11-20,La nature de l'esprit : sciences cognitives et cerveau,2738110711; 9782738110718,622
1094721920,2006-06-15,Neurophilosophie du rêve,2705665285; 9782705665289,623
1094073148,1997-07-22,Somnambules et parasomniaques,2717809635; 9782717809633,623
1096899836,2015-12-16,"Les sourds, c'est comme ça : ethnologie de la surdimutité",2735109356; 9782735109357,633
1096157997,2010-08-02,Eloge de l'odorat,2738107400; 9782738107404,634
1096895163,2013-03-20,Pour une nouvelle physiologie du goût,2738109071; 9782738109071,635
1099024011,2002-02-04,Le livre de la médecine,2746500086; 9782746500082,800.1
1094081406,1998-05-11,Kant aujourd'hui,2700733495; 9782700733495,801.1
1094686519,2002-10-01,La société du risque : sur la voie d'une autre modernité,2700736796; 9782700736793,801.1
1094006165,1999-08-17,Soumission à l'autorité : un point de vue expérimental,2702104576; 9782702104576,801.1
1094082709,1998-11-06,"Quel savoir pour l'éthique? : action, sagesse et cognition",2707125539; 9782707125538,801.1
1094648008,1999-12-06,Paul Ricoeur : les sens d'une vie,2707127299; 9782707127297,801.1
1094672469,2001-08-30,Paul Ricoeur : les sens d'une vie,2707133787; 9782707133786,801.1
1094686526,2002-10-01,Leçons sur l'histoire de la philosophie morale,2707135224; 9782707135223,801.1
1096896927,2014-06-03,"Quel savoir pour l'éthique? : action, sagesse et cognition",2707137480; 9782707137487,801.1
1094005818,1999-06-25,"Wittgenstein: la rime et la raison : science, éthique et esthétique",2707302996; 9782707302991,801.1
1094006182,1999-08-17,Le démon de la tautologie ; suivi de Cinq petites pièces morales,2707316156; 9782707316158,801.1
1096156659,2010-03-18,Aux fondements d'une éthique contemporaine : H. Jonas et H. T. Engelhardt en perspective,271161154X; 9782711611546,801.1
1094647913,2000-01-20,"L'éthique à la croisée des savoirs : Actes du colloque Le retour de l'éthique (Université de Provence, novembre 1991)",2711612805; 9782711612802,801.1
1096896920,2014-06-03,"L'éthique à la croisée des savoirs : Actes du colloque Le retour de l'éthique (Université de Provence, novembre 1991)",2711612805; 9782711612802,801.1
1096156662,2010-03-18,Matière pensante : études historiques sur les conceptions matérialistes en philosophie de l'esprit,2711614069; 9782711614066,801.1
1096156461,2010-05-20,"Hans Jonas et la liberté : dimensions théologiques, ontologiques, éthiques et politiques",2711615707; 9782711615704,801.1
1094721039,2006-06-21,La science entre valeurs modernes et postmodernité : conférence au Collège de France,2711617769; 9782711617760,801.1
1094647890,2000-01-24,La transparence du mal : essai sur les phénomènes extrêmes,2718603631; 9782718603636,801.1
1094649607,2000-05-16,"Misères du présent, richesse du possible",2718604514; 9782718604510,801.1
1096897276,2014-09-29,L'homme naturel : la fin promise des sciences humaines,2729706143; 9782729706142,801.1
1094704886,2004-11-15,Penser la vie : enquête philosophique,2729818170; 9782729818173,801.1
1094669846,2000-12-07,Ethique et philosophie de l'action,2729868607; 9782729868604,801.1
1094081400,1998-05-11,Donnant donnant : une théorie du comportement coopératif,2738101453; 9782738101457,801.1
1094081447,1998-05-04,Fondements naturels de l'éthique,2738102255; 9782738102256,801.1
1094081802,1998-05-29,Une même éthique pour tous ?,2738105025; 9782738105028,801.1
1094081398,1998-05-12,La nature et la règle : ce qui nous fait penser,2738105173; 9782738105172,801.1
1094647968,1999-12-17,La science du bonheur : les raisons et les valeurs de notre vie,2738106277; 9782738106278,801.1
1094648042,1999-11-30,De l'indifférence : essai sur la banalisation du mal,2738106293; 9782738106292,801.1
1094648025,1999-12-06,Le monde postmoderne : analyse du discours sur la postmodernité,273844234X; 9782738442345,801.1
1094670574,2001-05-08,Pour une éthique du futur,2743602902; 9782743602901,801.1
1094083075,1999-02-11,Ethique comme philosophie première,2743604042; 9782743604042,801.1
1094708055,2004-01-08,Il faut que je vous dise...: entretiens avec Antoine Hess,274650104X; 9782746501041,801.1
1094687385,2002-03-25,"Le prix moral de la modernité : essai sur la science, la technique et l'environnement",2747512126; 9782747512121,801.1
1094685093,2003-03-25,Ethique et violence : critique de la vie pacifiée,2747518272; 9782747518277,801.1
1094721027,2006-06-20,La question de l'humain entre l'éthique et l'anthropologie,2747567583; 9782747567589,801.1
1094683877,2003-10-06,"La morale, l'éthique, l'éthicologie : une triple façon d'aborder les questions d'ordre moral",2760508226; 9782760508224,801.1
1094006130,1999-08-17,L'éthique : fondements et problématiques contemporaines,2761306899; 9782761306898,801.1
1094082117,1998-07-02,Les éthiques de responsabilité dans un monde fragile,2762120128; 9782762120127; 2830908929; 9782830908923,801.1
1094082587,1998-09-23,Les éthiques de responsabilité dans un monde fragile,2762120128; 9782762120127; 2830908929; 9782830908923,801.1
1094667707,2000-06-14,L'Evangile de la vie,2701013852; 9782701013855; 2701013860; 9782701013862,801.2
1094667706,2000-06-14,L'Evangile de la vie,2701013852; 9782701013855; 2701013860; 9782701013862,801.2
1094006155,1999-08-17,Science et Bouddhisme : à chacun sa réalité,2702128203; 9782702128206,801.2
1094649754,2000-09-21,Quatre lectures talmudiques,2707301337; 9782707301338,801.2
1094006142,1999-08-16,Les origines de la vie : quelques repères bioéthiques,2728908559; 9782728908554; 2910812154; 9782910812157,801.2
1094721034,2006-06-20,"Religions monothéistes et greffes d'organes : colloque du GRET, Groupe de réflexion sur l'éthique des transplantations, au Sénat, Paris, le 23 novembre 2004",2747591700; 9782747591706,801.2
1094687450,2002-05-01,Introduction aux sciences humaines en médecine,2729808728; 9782729808723,801.3
1094685516,2003-02-04,Ethique de l'Internet santé,2729809465; 9782729809461,801.3
1094648052,1999-12-20,De la violence II,2738106242; 9782738106247,801.3
1094721032,2006-06-20,"Santé, argent et éthique: une indispensable conciliation? : étude française et tunisienne",2747584577; 9782747584579,801.3
1094683876,2003-10-06,Méthodes et interventions en éthique appliquée,2762122554; 9782762122558,801.3
1094672385,2001-09-13,Le droit de vie et de mort : archéologie de la bioéthique,2700736826; 9782700736823,802.1
1094073704,1997-11-20,Ethique et pratique médicale,2704007632; 9782704007639,802.1
1094082714,1998-11-09,Espace éthique : éléments pour un débat : travaux 1995-1996,2704009570; 9782704009572,802.1
1094670441,2001-06-21,Biologie et devenir de l'homme : actes du colloque mondial,2704200920; 9782704200924,802.1
1094684715,2003-05-08,Si Hippocrate voyait ça !,2709623943; 9782709623940,802.1
1094647887,2000-01-24,Essais de philosophie bioéthique et biopolitique,2711614050; 9782711614059,802.1
1094647888,2000-01-24,Essais de philosophie bioéthique et biopolitique,2711614050; 9782711614059,802.1
1094723902,2005-08-30,Qu'est-ce que la bioéthique?,2711616878; 9782711616879,802.1
1094667412,2000-09-28,Principes d'éthique médicale : ouvrage collectif,271175264X; 9782711752645,802.1
1096896907,2014-06-02,Principes d'éthique médicale : ouvrage collectif,271175264X; 9782711752645,802.1
1094686487,2002-10-21,Initiation à l'éthique médicale : ouvrage collectif,2711752763; 9782711752768,802.1
1094081475,1998-04-30,Fondements philosophiques de l'éthique médicale,2729896414; 9782729896416,802.1
1096896887,2014-06-02,Fondements philosophiques de l'éthique médicale,2729896414; 9782729896416,802.1
1094724614,2005-03-15,Les droits de la vie,2738104401; 9782738104403,802.1
1094672255,2001-10-31,Les sciences du vivant : éthique et société,273811007X; 9782738110077,802.1
1094006188,1999-08-23,"Médecine, biologie : quelles questions sur l'éthique aujourd'hui : actes de la journée d'éthique médicale du 29 novembre 1989",2738417086; 9782738417084,802.1
1094006136,1999-08-16,Ethique médicale ou bioéthique?,2738451012; 9782738451019,802.1
1094648034,1999-11-30,La bioéthique corps et âme,273847764X; 9782738477644,802.1
1094083421,1999-05-06,La bioéthique au pluriel : l'homme et le risque biomédical,2742001166; 9782742001163,802.1
1094684901,2003-07-07,À quoi sert la bioéthique ?,274650121X; 9782746501218,802.1
1094687353,2002-03-25,Bioéthique : méthode et complexité,2760511065; 9782760511064,802.1
1094670580,2001-05-08,Histoire de l'éthique médicale et infirmière : contexte socioculturel et scientifique,2760617947; 9782760617940,802.1
1094672489,2001-08-27,Histoire de l'éthique médicale et infirmière : contexte socioculturel et scientifique,2760617947; 9782760617940,802.1
1094724622,2005-03-15,"Pour un nouvel art de vivre : entretiens sur la vie, la santé, l'éthique biomédicale et l'éducation",2760618021(br.); 2760618234; 9782760618237,802.1
1094006199,1999-08-17,L'éthique clinique comme philosophie contextuelle,2762119642; 9782762119640,802.1
1094647906,2000-01-20,"Introduction générale à la bioéthique : histoire, concepts et outils",2762121523; 9782762121520; 2204063983; 9782204063982,802.1
1096896888,2014-06-02,"Introduction générale à la bioéthique : histoire, concepts et outils",2762121523; 9782762121520; 2204063983; 9782204063982,802.1
1094073750,1997-11-24,La bioéthique,2763769012; 9782763769011,802.1
1096113006,2007-07-04,L'homme biotech : humain ou posthumain ?,2763783481; 9782763783482,802.1
1096896905,2014-06-02,Leçons d'histoire de la pensée médicale : sciences humaines et sociales en médecine,2738103677; 9782738103673,802.2
1094081380,1998-06-02,Leçons d'histoire de la pensée médicale : sciences humaines et sociales en médecine,2738103677; 9782738103673,802.2
1094722411,2006-02-02,L'évolution de la pensée en éthique médicale,2753900094; 9782753900097,802.2
1094686454,2002-10-22,"L'avènement de la médecine clinique moderne en Europe : 1750-1815 : politiques, institutions et savoirs",2760618226; 9782760618220; 2825707627; 9782825707623,802.2
1096112337,2007-03-26,Pratique des essais cliniques en Afrique,2709915499; 9782709915496,802.4
1094722408,2006-02-02,Ethique de la recherche et des soins dans les pays en développement,2711772780; 9782711772780,802.4
1094647736,2000-03-01,Ethique de la recherche et éthique clinique,2738468020; 9782738468024,802.4
1094685106,2003-03-25,"Maîtrise des risques : prévention et principe de précaution. Actes colloque du 6 novembre 2001, Institut Pasteur",273891084X; 9782738910844,802.4
1094647869,2000-01-27,"Le médecin et la recherche biomédicale : colloque organisé sous le patronage du Secrétaire d'Etat à la recherche, Palais du Luxembourg, Paris, 13 et 14 décembre 1996",2742001751; 9782742001750,802.4
1094684902,2003-07-07,L'éthique de la recherche : guide pour le chercheur en sciences de la santé,2760618080; 9782760618084,802.4
1094647911,2000-01-20,Hôpital et éthique : rôles et défis des comités d'éthique clinique,2763774326; 9782763774329,802.6
1093008062,1997-03-03,De la biologie à l'éthique : nouveaux pouvoirs de la science : nouveaux devoirs de l'homme,2702013473; 9782702013472,803.1
1094649764,2000-10-10,"La souris, la mouche et l'homme",273810410X; 9782738104106,803.1
1094647904,2000-01-20,De la biophilosophie à une éthique de la biologie : la société face à la biologie,2738462677; 9782738462671,803.1
1094648000,1999-12-06,La philosophie... biologique,2701123194; 9782701123196,803.2
1094648001,1999-12-06,La fabrique de l'homme,273810519X; 9782738105196,803.2
1096896930,2014-06-03,Le passeur d'univers : [un engagement pour la vie],2702131018; 9782702131015,804.1
1094073666,1997-11-20,Réflexions sur les personnes malades : changements et continuité,2704005753; 9782704005758,804.1
1094081443,1998-05-05,Une certaine idée du pouvoir médical : pouvoir et responsabilité,2704613540; 9782704613540,804.1
1094704896,2004-11-17,Le gouvernement des corps,2713218225; 9782713218224,804.1
1094073729,1997-11-24,La fureur thérapeutique ou la passion de guérir,2725610540; 9782725610542,804.1
1096156679,2010-03-10,Mythologie et médecine,2729801065; 9782729801069,804.1
1094686442,2002-10-23,Penser la médecine : essais philosophiques,272980871X; 9782729808716,804.1
1094006234,1999-08-24,Guérir,2729878572; 9782729878573,804.1
1094081384,1998-06-02,Le grand chambardement de la médecine,2738100996; 9782738100993,804.1
1094073775,1997-11-24,Les belles imprudences : réflexion sur la condition humaine,2738101275; 9782738101273,804.1
1094724610,2005-03-15,Le malade n'est pas un numéro ! : sauver la médecine,2738113885; 9782738113887,804.1
1094649758,2000-10-10,Être et santé : approche ontologique du soin,2738478395; 9782738478399,804.1
1094649643,2000-07-04,Platon et la médecine : le corps affaibli et l'âme attristée,2738482317; 9782738482310,804.1
1094708063,2004-01-08,Humanisme médical : pour la pérennité d'une médecine à visage humain,2742004815; 9782742004812,804.1
1094723834,2005-08-29,L'éthique en chemin : démarche et créativité pour les soignants,2747566315; 9782747566315,804.1
1097426792,2017-07-07,Le corps sans limites,2757413864; 9782757413869,804.1
1096896899,2014-06-02,La fin de la médecine à visage humain,273810343X; 9782738103437,804.2
1094082580,1998-09-18,La fin de la médecine à visage humain,273810343X; 9782738103437,804.2
1094667345,2000-10-31,Ethique et soins infirmiers,2760617408; 9782760617407,804.2
1096132221,2008-09-18,Les cultes du corps : éthique et sciences,2738427863; 9782738427861,804.5
1094667402,2000-10-05,Guérir à tout prix ?,2708234870; 9782708234871,804.6
1096896901,2014-06-02,Histoire culturelle de la maladie,2708923943; 9782708923942,804.6
1094647908,2000-01-20,Bio-éthique et cultures,2711697258; 9782711697250,804.6
1094081799,1998-05-29,La guérison yoruba,273810567X; 9782738105677,804.6
1096896904,2014-06-02,"Les religions, la médecine et l'origine de la vie",2738109780; 9782738109781,804.6
1094670565,2001-05-08,"Les religions, la médecine et l'origine de la vie",2738109780; 9782738109781,804.6
1094722406,2006-02-02,"De l'inégalité dans le dialogue des cultures : mondialisation, santé et environnement",2763782000; 9782763782003,804.6
1094722581,2006-03-14,"De l'inégalité dans le dialogue des cultures : mondialisation, santé et environnement",2763782000; 9782763782003,804.6
1094685515,2003-02-04,Peut-on guérir le cancer avec des OGM ?,2746500213; 9782746500211,804.7
1096156460,2010-05-20,Philosophie de la sollicitude,2711615278; 9782711615278,804.8
1096621402,2012-02-09,Philosophie de la sollicitude,2711615278; 9782711615278,804.8
1096134133,2009-06-19,Le souci des autres : éthique et politique du care,2713220718; 9782713220715,804.8
1096156459,2010-05-20,Le souci des autres : éthique et politique du care,2713220718; 9782713220715,804.8
1094647988,1999-12-07,Soigner : le virus et le fétiche,2738106331; 9782738106339,804.8
1094669854,2000-12-07,Don de soi ou partage de soi? : le drame Lévinas,2738108563; 9782738108562,804.8
1096156262,2010-07-15,Nature et formes du don,2738497403; 9782738497406,804.8
1094686508,2002-10-08,De l'angoisse à l'espoir : leçons d'écologie humaine,2702132715; 9782702132715,805.1
1094073737,1997-11-21,"La peur et le savoir : la société face à la science, la technique et leurs dangers",2707118443; 9782707118448,805.1
1094647995,1999-12-06,La science en partage,2738105858; 9782738105851,805.1
1094667650,2000-07-18,Le principe de précaution : rapport au Premier ministre,2738107680; 9782738107688,805.1
1094686530,2002-09-10,"Les progrès de la peur : [clonage, CO₂, nucléaire, Internet]",2746500108; 9782746500105,805.1
1094685542,2003-02-14,Sciences de l'homme et de la société : la responsabilité des scientifiques,2747513718; 9782747513715,805.1
1094721036,2006-06-20,Le vivant : enjeux : éthique et développement,2747580903; 9782747580908,805.1
1094709843,2003-07-17,Enjeux éthiques et technologies biomédicales : contribution à la recherche en bioéthique,2760617491; 9782760617490,805.1
1096621407,2012-02-16,Les nanosciences,2701143861; 9782701143866; 9782701153476; 2701153476; 2701138310; 9782701138312; 9782701161754; 2701161754; 9782701144702; 2701144701; 9782701155937; 2701155932,805.2
1096622961,2012-11-07,Les nanosciences,2701143861; 9782701143866; 9782701153476; 2701153476; 2701138310; 9782701138312; 9782701161754; 2701161754; 9782701144702; 2701144701; 9782701155937; 2701155932,805.2
1096621408,2012-02-16,Les nanosciences,2701143861; 9782701143866; 9782701153476; 2701153476; 2701138310; 9782701138312; 9782701161754; 2701161754; 9782701144702; 2701144701; 9782701155937; 2701155932,805.2
1096621409,2012-02-16,Les nanosciences,2701143861; 9782701143866; 9782701153476; 2701153476; 2701138310; 9782701138312; 9782701161754; 2701161754; 9782701144702; 2701144701; 9782701155937; 2701155932,805.2
1096156656,2010-03-18,Naissance de l'anthropotechnie : de la médecine au modelage de l'humain,2711618412; 9782711618415,805.2
1094685512,2003-02-04,Les biotechnologies en débat : pour une démocratie scientifique,271581383X; 9782715813830,805.2
1094672281,2001-10-04,Fiabilité et acceptabilité de la téléradiologie,2738495117; 9782738495112,805.2
1094672224,2001-11-08,La brevetabilité des innovations biotechnologiques appliquées à l'homme,2743004215; 9782743004217,805.3
1094687273,2002-02-22,Les déontologies,2731402334; 9782731402339,806.1
1094684907,2003-07-07,"Médecins tortionnaires, médecins résistants : les professions de santé face aux violations des droits de l'homme",2707119016; 9782707119018,806.2
1094687272,2002-02-22,Responsabilité du médecin : risques et réalités judiciaires,2711131629; 9782711131624,806.2
1096111500,2006-09-13,"Ethique, justice et médecine : rencontres au tribunal de grande instance de Paris",2711772845; 9782711772841,806.2
1094648029,1999-11-30,Droit constitutionnel et bioéthique : l'expérience américaine,2717832920; 9782717832921,806.2
1094649615,2000-05-16,"Ethique, droit et dignité de la personne : mélanges Christian Bolze",2717838236; 9782717838237,806.2
1094649609,2000-05-16,"Médecine, bioéthique et droit : questions choisies",2717838937; 9782717838930,806.2
1094706823,2004-06-25,Normativité et biomédecine,2717847235; 9782717847239,806.2
1094667393,2000-10-05,Le médecin expert et conseil face aux juges,2729858938; 9782729858933,806.2
1094006183,1999-08-17,L'anesthésiste-réanimateur face aux juges,272989876X; 9782729898762,806.2
1094685570,2003-02-13,"Le droit, la médecine et l'être humain : propos hétérodoxes sur quelques enjeux vitaux du XXIe siècle",2731401222; 9782731401226,806.2
1094685133,2003-03-12,Pratique de la responsabilité hospitalière publique : les responsabilités dans les établissements publics hospitaliers,2738499864; 9782738499868,806.2
1094724618,2005-03-15,Disposer de soi ? : une analyse du discours juridique sur les droits de la personne sur son corps,2747559173; 9782747559171,806.2
1094706821,2004-06-25,"Droit d'être soigné, droits des soignants",2749202264; 9782749202266,806.2
1094670655,2001-04-05,Les inégalités sociales de santé,2707132470; 9782707132475,807.1
1094686531,2002-09-10,Critique de la santé publique : une approche anthropologique,2715813767; 9782715813762,807.1
1094006131,1999-08-16,Fondements d'une réflexion éthique managériale de santé,2738444490; 9782738444493,807.1
1094669786,2000-12-07,La santé passe par la dignité : l'engagement d'un médecin,2708231669; 9782708231665,807.3
1094707556,2004-03-22,"Les systèmes de santé en questions : Allemangne, France, Royaume-Uni, Etats-Unis et Canada",2729812024; 9782729812027,807.3
