1097426632,2017-03-28,Merchants of doubt : how a handful of scientists obscured the truth on issues from tobacco smoke to global warming,1608193942; 9781608193943,81
1094670614,2001-04-26,"Doctors, patients and placebos",0300033036; 9780300033038,160
1094725483,2005-03-04,The book of ginseng,0515029882; 9780515029888,160
1094706288,2004-07-07,The Mexican treasury : the writings of Dr. Francisco Hernández,0804739633; 9780804739634,160
1094721874,2006-05-29,Healing with plants in the American and Mexican West,0816516464; 9780816516469,160
1094721936,2006-06-20,"Science, politics and the pharmaceutical industry : controversy and bias in drug regulation",1857281993; 9781857281996; 1857282000; 9781857282009,160
1093015557,1997-03-03,Pharmacopoea Helvetica,2051000093; 9782051000093,160
1094647984,1999-12-13,"Livre de receptes : ce 15 juin 1698, pour Madame Catherine Mey, baronne de Montricher",2051017867; 9782051017862,160
1094081731,1998-05-14,"Les médicaments injectables : préparation, stérilisation, indications, posologie",2130400108; 9782130400103,160
1096115129,2008-02-20,"L'Europe du médicament : politique, expertise, intérêts privés",2724609794; 9782724609790,160
1094724524,2005-03-04,Essay de la pharmacopée des Suisses,2888880954; 9782888880950,160
1094670765,2001-03-01,Die Dioskurides-Erklärung des Ibn al-Baiṭār : ein Beitrag zur arabischen Pflanzensynonymik des Mittelalters : arabischer Text nebst kommentierter deutscher Übersetzung,3525824785; 9783525824788,160
1094670753,2001-05-08,Die Ergänzung Ibn Ǧulǧul's zur Materia medica des Dioskurides,3525825897; 9783525825891,160
1094687418,2002-05-01,Tratado sobre los medicamentos de la tríaca,8460081958; 9788460081951,160
1094073464,1997-09-05,Tratado de pastillas medicinales según Albucasis,8460554856; 9788460554851,160
1094722521,2006-02-28,"Medicinas, drogas y alimentos vegetales del nuevo mundo : textos e imágenes españolas que los introdujeron en Europa",8476703260; 9788476703267,160
1096113466,2007-09-19,"Tractado de las drogas, y medicinas de las Indias Orientales",8477194874; 9788477194873,160
1097425515,2016-03-08,Petite pharmacie domestique de Hildegarde de Bingen,9782702911198; 2702911196,160
1096899121,2015-04-20,La chaîne des médicaments : perspectives pluridisciplinaires,9782760515109; 2760515109,160
1096114646,2007-12-18,Se soigner par les plantes : les Remèdes de Gargile Martial,9782970053613; 2970053616,160
1096115088,2008-03-04,Theriaká e Alexiphármaka,9788843040186; 8843040189,160
1096113004,2007-07-04,Plantes médicinales au Maghreb et soins de base : précis de phytothérapie moderne,9954415319; 9789954415313,160
